Number,Serial,TITLE,CONTENT
313,581,買貨,買貨難許順君懷，五鬼阻礙事不諧，勉強完交少利益，閑非口舌不可聽，子人難許遂君懷，貪合逢官事不諧，置後完交多利息，閑非口舌不可聽
314,582,告狀,君占告狀稱君心，官鬼扶持事可成，若還見官有刑勉，勸君和解免憂災，君占置貨稱君心，官鬼扶身事可成，若還見官有刑克，勸君和息免憂災
315,583,官運,官運未能順君意，秋冬之季官運暗，春夏兩季猶可通，貴人助官運亨通，求官未許遂君懷，貪合之官亦難諧，春夏兩季猶可勝，還得貴人好商裁
316,584,音信,卦占信音阻隔稀，心急如焚欲見面，望穿秋水莫憾遺，春初夏末是歸期，家鄉阻隔信音稀，眼望穿兒意莫遺，目下須知當見面，春初夏末是歸期
317,585,置產,君問置產莫憂疑，福德田中利祿肥，管取旁人兩相爭，早種植早豐收成，置田占此莫猶疑，管取田中利祿肥，休得旁人爭買去，早當成就莫稽遲
318,586,選舉,中央選舉事未安，財能助名破官印，君未見機有煩惱，遲遲方許顯耀祖，財能破利子傷官，納吏占之事未安，君不見機應著惱，遲遲方許遂心懷
319,587,徵人,君來問卜徵人員，求才求賢助益多，目下閑言休妄聽，成事參半在於已，君來問卜討家奴，永遠綿長後我多，目下閑言休枉聽，一心辨價莫教訛
320,588,工作,問卜上司恐不諧，工作守舊並無害，若要妄動不自力，定有刑傷費心機，君進衙門恐不諧，只宜守舊自無災，若要妄想繩頭利，定有刑傷費心懷
321,611,出行,出行占卜萬事吉，平安順利無差失，春更財利自然高，秋冬空思汪費力，世應比和萬事吉，出行順利無差失，春夏財利自然高，還占秋冬空費心
322,612,同居,同居情緣未為歡，男女無情事不安，無緣強求要斟酌，日後不離造緣吉，鬼爻無氣未為歡，男女無情事不安，入贅求婚要斟酌，恐防日後不安全
323,613,收成,君問收成恐不多，勞心勞力枉費心，良田不及劣田好，富貴重重破財損，君問秋收恐不多，勞心勞力枉奔波，高田不及低田好，富貴重重破損多
324,614,口舌,是非口舌不須怕，樹正何愁月影斜，貴人喝散不用懼，守已安然莫管他，樹正何愁月影斜，是非口舌不須嗟，貴人喝散何須懼，守己安然莫管他
325,615,住宿,君問住宿此間房，須知此館不安全，無奈官鬼有事端，捨此求別可安樂，君來問卜為身謀，求館須知不到頭，無奈主人性情異，不如舍此再他求
326,616,桃花,占卜桃花多阻礙，交心如遇風雨臨，秋來有餘勝仲秋，先知因由定商量，君占取妾事高強，欲通術數定商量，交加口舌無防事，秋高結子勝中堂
327,617,求子,求子占之尚未然，刑傷剋害見孫兒，將來得子成家業，晚景安閒樂子賢，求子占之尚未然，刑傷克害見他年，將來得子成家業，晚景安閒樂自然
328,618,夜夢,夜夢吉凶事難成，家不成兮業不就，精神虛弱休囚強，修造福德身康寧，家不成兮業不就，夢魂顛倒成難剖，三年後運與交成，利祿兼優齊相湊
329,621,告狀,告狀之事不稱心，官鬼擾礙告難成，更忌小人在暗動，不如忍耐且稍停，卦中無鬼事難成，告狀知君不稱心，更忌兩重財暗重，不如忍耐且稍停
330,622,工作,欲問上司事不如，工作官運兩差疑，回頭趕早成家計，免受刑傷才覺醒，置田占此問端祥，置後財多利更長，卻喜中人更有力，田財之後必高強
331,623,置產,君卜置產問端詳，買後財多利更長，仲介厚利更有力，日後雙利順高強，欲問跟官事不如，文書官鬼兩差池，回頭趁早成家計，免受刑傷空自籲
332,624,徵人,徵人占之事難成，吉神不臨卦分明，陰陽兩空心鬼動，將來口舌有紛爭，子孫不上卦爻間，討僕占之事應難，世應兩空官鬼動，將來口舌有憎嫌
333,625,音信,音信遲遲未見來，要逢子午佳音開，家內皆無安穩事，盼望時時願早來，家信遲遲未見來，要逢子午一音開，宅中皆無安穩事，盼望時時願早來
334,626,買貨,買貨占之未順情，更逢沖突難如願，官鬼礙財利難遂，如在春冬更難全，置貨占之未遂情，應逢衝突有相爭，鬼爻持世知難遂，如在春冬難佔先
335,627,選舉,中央選舉難當選，選民擁扔賁人扶，若臨秋夏可順心，如在春冬更難當，納吏占之卦遇成，相世生應事無難，若臨秋夏心多遂，如在春冬難佔先
336,628,官運,求卦官運喜相生，官鬼明亮來生助，夏季春時任君意，秋冬遲延欠如心，鬼爻臨應喜相生，此卦求官必稱心，夏季春時隨君意，秋冬略略欠如心
337,631,討取,取討財物未順心，虛名虛利久沈沈，癡心指望圓前進，待等運到鐵成金，虛名虛利久沉沉，取討財物未遂心，癡心指望圖前進，待等運動鐵成金
338,632,求醫,卜問求醫病痛急，外陰公礙不須疑，得造福德延年壽，必遇良醫癒可期，急占忙忙蔔請醫，應來生世不須疑，持身福德醫長致，必遇良醫愈有期
339,633,貴人,業力應旺太陽陰，貴人而今眼前知，若是久久還未遂，時逢甲子貴人顯，離宮太旺太陰明，晴雨而今眼見晴，若是久晴還有雨，時逢甲子雨又晴
340,634,公職,卦卜公職考試旺，十年寄跡在寒窗，公職每多順心意，此番斷許姓名揚，十年寄跡在寒窗，今日文章射鬥光，科舉占之多遂意，此番斷許姓名揚
341,635,考運,卜占升學考運興，但絕好文章不明，此次每運難得意，成績不利枉勞心，來占進學弟兄興，絕好文章見不明，一任細思空得意，運中不利枉勞心
342,636,姻緣,女問姻緣得好緣，吉星婚姻門庭開，未緣之中終有緣，晚年有靠福祿昌，招婿占之得乾爻，福祿妻財兩見交，未濟之中終有濟，晚年有靠此為高
343,637,學業,學業無位不為佳，讀書為業未足誇，若要讀書須命湊，財源方許擁烏紗，鬼爻無位不為佳，學業占之未足誇，若要讀書須命湊，財源方許擁烏紗
344,638,運途,運途勞苦皆是命，造福轉運總有靈，謀而不順免生怨，再過三春福祿全，一世勞苦皆是命，數年勞困總有天，謀而不遂休生怨，再過三春福祿全
345,641,失物,問失財物不須焦，財去財來命裡招，寅卯亥子清見到，一輪明月財物明，失物失財不須焦，財去財來命裏招，寅卯亥子清見到，一輪明月照兩郊
346,642,學藝,占學藝得順心意，才藝財旺事業真，春夏兩季平平利，一到秋冬益利臨，身旺財爻事志真，來占手藝得遂心，春夏兩季平平利，一到秋冬利益增
347,643,壽年,壽年不足問心事，不覺晚景有餘寧，到底壽元多少數，花甲之春方可期，少年不足遂心機，不覺風景有餘寧，若問壽年多少數，花甲之春方可期
348,644,護送,護送占之雖有險，完成任務有功勞，幸有貴人來助力，災非見過保安寧，解人占之兩重爻，爻卦須記有功勞，幸得貴人來助力，災非見過保安寧
349,645,家宅,卦卜家宅最為吉，興旺妻財喜見饒，煩心耽憂無大害，夏秋還有大招財，數占家宅最為高，興旺妻財喜見饒，小晦有些無大害，夏秋還有大財招
350,646,走失,人丁走失無定期，緣盡無緣難有情，命運騫時休妄想，心寧通達不須言，人丁走失相先天，雨下無情難再連，命運蹇時休妄想，百凡通達不須言
351,647,合夥,合夥占之不須疑，貴人顯達入家門，春秋二季財源穩，出入為商百事為，合夥經營卦最佳，不須疑問聽凡心，春秋兩季財源穩，出入謀為百事宜
352,648,行人,行人未見音信稀，沖破文章事不諧，已亥庚申方有信，滿門財喜稱心懷，行人未見信音稀，財破文章事不諧，巳亥庚辛方有信，滿門財喜稱心懷
353,651,親病,親病官鬼病難安，家內外陰造福昌，待到秋季病方減，還須調理才安癒，六爻無鬼病難安，父母占之自不安，待到庚辛方漸減，也須調理才安痊
354,652,身體,君為身體病擔憂，官鬼病重令人憂，臨寅午戍病漸退，發願造運平安過，君因目下病擔憂，世應逢官不必求，寅午戌亥方漸退，神前祁保可無愁
355,653,移居,欲問移居不可移，移時不見有貴人，還應安舊休搬動，待到秋來得福臨，欲問移居不可移，移時不見有高低，還應安舊休勞碌，待到秋來得便宜
356,654,子病,兒病內陰不須驚，貴神相助貴氣明，良藥能驅陰病症，三頭四日即安寧，孩兒有喜不須驚，應下援身喜氣臨，良藥能驅夙小症，三頭四目即安寧
357,655,洽約,君占洽約會如何，陰陽差錯未分明，意見綿綿事難成，如逢子午得周全，君占會事可如何，官鬼星明印位多，雖是綿綿難成聚，如逢子午得周全
358,656,買屋,買屋置產無不妥，文書官鬼兩相和，購置房產是時機，二十餘年機運多，置產占之無不妥，文書官鬼兩相和，移家之後財源旺，二十餘年積聚多
359,657,求職,君占求職問如何，憂慮煩惱不適宜，卦內妻財全不見，轉運修持樂欣欣，君占訴事問如何，官鬼重重受折磨，卦內妻財全不見，時來方唱樂欣歌
360,658,分家,分家占之是不全，父母持世家團圓，再過三載福祿至，兄弟分財亦如願，子孫持世廣財源，放債占之事可全，財力重重方信算，四季財源利如泉
361,661,收帳,收帳錢財問卦吉，官鬼持世沒虛驚，幸君人事多順意，利益平平得太平，收解錢糧來卜吉，子孫持世沒虛驚，幸君人事多般遂，利息平平得太平
362,662,文件,領文件占困難明，不明文書心難安，要忌小人多阻隔，必須破費得周全，領文占之至先難，不破文書心不安，要忌小人多阻隔，必須破費得周全
363,663,脫貨,卦占脫貨恐要遲，財破價低陪本錢，要忌小人來暗礙，還要破費才周全，卦占脫貨恐遲遲，財破文書事少緣，要忌小人來暗算，若還要破費周全
364,664,訴狀,答辯訴狀要防輸，輸贏逢凶卦未明，稍為計施主返客，待到庚申意自成，克世逢凶卦未知，欲知訴辯要防輸，稍為必將緩待客，待到庚申意自舒
365,665,見貴,見貴占之樂事憂，財星貴人喜相合，福祿重重無破定，更逢春水樣春波，財爻持世喜相投，見貴占之樂事憂，福祿重重無破定，更逢春水漾春波
366,666,起造,起造宅房百事宜，家丁財利多興旺，吉時無破任君為，吉祥康寧君來取，起超占之百世諧，世爻無破任君為，田園六畜多興旺，任意作為不必疑
367,667,飼養,飼養六牲頗稱心，官鬼興合得千金，括中劫煞沒防損，造福積德更得真，君問春蠶頗稱心，內爻興旺得千金，其中其鬼沒防損，作福祁神使得真
368,668,生意,生意占之未見誇，官鬼財利有落差，只宜謹慎加斟酌，更待春來方可佳，生意占之未見誇，鬼爻持世有參差，只宜謹慎加斟酌，只待來春方可佳
369,671,開店,開店占之事不宜，時運不對官鬼旺，卦內福神全不現，財鬼無氣枉心機，鬼爻持世卦為奇，開店占之事不宜，卦內福神全不見，財爻無氣枉心機
370,672,風水,君占風水並無憂，乾坤龍虎兩相迎，吉圓山向是有情，子孫永保福錦長，君占風水並無憂，龍虎相迎合巽乾，山向有情兼大利，子孫永保福綿長
371,673,求財,卦占求財要注意，兩人合作相意願，亥子丑臨方可旺，一人主事有差疑，卦占求財欲解疑，兩人合意自相宜，亥子丑臨方可旺，一人主事有差遲
372,674,賭博,賭博目前可得運，財星臨庫不為奇，如遇秋冬防未穩，若逢春夏自能期，財臨世位有稀奇，賭博場中事最宜，如遇秋冬防未穩，若逢春夏自能期
373,675,借財,借取錢財事為吉，再請高人來幫忙，春夏兩季尚可求，如遇秋冬難償還，六爻安靜最吉昌，借取銀錢要著方，春夏占之尚可求，如遇秋冬難濟急
374,676,回鄉,回鄉目前不為疑，貴人相助阻有誰，歸心似箭可平安，路途平坦少憂疑，回鄉占此蔔為疑，我克他人阻有誰，福德財爻俱上卦，路途平坦少憂疑
375,677,買畜,買賣禽畜價錢宜，福德妻財兩齊全，購買牲畜或寵物，恰是天運事有緣，交易來占問價錢，妻財福德兩兼全，欲求六畜豬牛馬，生物相宜事有緣
376,678,放賬,放款占之利息有，官鬼持世旺財源，如遇春夏猶難就，若到秋冬保事成，子孫持世旺財源，放帳占之利息全，如遇春夏猶難就，若到秋冬保得成
377,681,調解,調解占之喜順情，兩人公道得安寧，私和若不官和好，勉強和來恐不能，和事占之喜遂情，兩人公道得安寧，財旺重重無欠缺，將來必定有歸完
378,682,交易,交易難逢買賣人，困難重重勞碌奔，等待時機貴人臨，勉強將來必定還，買賣難逢買賣人，欲占交易不如情，私和不如官和好，兒強和來恐不能
379,683,陞遷,陞遷問卦是時機，把握官鬼兩分明，秋初夏末時可得，進祿加官可稱心，此數熒熒官鬼明，君占此卦問遷生，秋初夏末多權印，進祿加官可稱心
380,684,娶妻,卦占娶妻未可期，擇來必定官鬼逼，姻緣已過有憂疑，造緣強求無是非，取妻占之未可期，應逢隔角有憂疑，若還勉強求成就，管主將來有是非
381,685,尋人,尋人問卦且放心，此人在外得安康，寅申已亥應宜獲，管取人財返家庭，世應相生且放心，尋人端許得相親，寅申已亥應宜獲，管取人財返家庭
382,686,婚姻,婚姻占之不為宜，憂慮重重有是非，若是重婚或外遇，刑傷見過任君為，求婚占之不為宜，官鬼重重有是非，若是重婚加外後，刑傷見過任君為
383,687,選舉,選舉求官許順情，地方選舉官來臨，夏季收成秋未可，秋冬貴助喜成名，地山謙卦鬼門臨，納監求官須遂情，夏季收成秋未可，秋冬貴助喜成名
384,688,六甲,六甲生產有虛驚，官鬼相沖卦未寧，時逢寅卯災星脫，保得母身子無驚，世應相沖卦未甯，妻宮子育有虛驚，時逢寅卯災星脫，保得母身子無驚
385,711,工作,占卜工作亦無害，上司順從禮上來，方能得貴財星旺，管取他年得財利，從富須從臉上來，跟官守分亦無災，世高應下財星旺，管取他年得利歸
386,712,官運,問官運應可眭門，貴顯秋冬事可安，貴人逢達可相安，只恐夏春多有阻，文書臨應可求官，要在秋冬謀始安，只恐夏春多有阻，必須時至可相安
387,713,音信,君占音信事如何，官鬼文書音信無，秋季之中猶可望，春夏兩季孔全無，君占家內信如何，官鬼文書音信無，秋季之中猶可望，春淹夏滯恐全無
388,714,選舉,中央選舉成名期，不須疑慮問高低，今日破耗休慳吝，恐過機緣不相宜，納吏成名在此時，不須疑慮問高低，目今破耗休慳吝，恐過機緣不相宜
389,715,徵人,卦占徵員雖如願，欲徵人才未必良，夏秋兩季是非多，縱然要徵再商量，文書持世子孫昌，欲討家奴未必良，夏忌閑非多失脫，縱然要討再商量
390,716,告狀,告狀占之得順情，文書官鬼兩相臨，事理可明免憂心，告狀終須理得知，告狀占之得順情，文書官鬼兩相臨，應來生世他生我，告狀終須理得知
391,717,買貨,買貨占得事可成，官鬼相宜不須忙，十分財利平安得，用心經營保久長，置貨占君有貴幫，子孫持世不須忙，十分財利平安得，一任經營保久長
392,718,置產,置產占得恐非宜，官鬼文書有是非，買得來時搞臨身，是是非非難見利，置田占之恐非宜，官鬼文書有是非，買得來時花利少，糧多差重重非宜
393,721,交易,卜交易之事可商，中人得力福星強，貴人臨門財利旺，正是時日保無妨，子孫持世福星強，交易占之事可商，得力中人來助我，不順疑慮保無妨
394,722,六甲,卦占六甲順心意，母子平安內陰明，冬夏男女人丁旺，虛驚雖有不猜疑，兩重父母一重財，孕育占之實美哉，冬季生男夏產女，虛驚雖有不害傷
395,723,尋人,尋人占之喜相逢，路上相生最有功，岸畔永邊相聚會，人財兩見喜重重，尋人路上喜相逢，世應相生最有功，岸畔水邊相聚會，人財兩見喜重重
396,724,選舉,地方選舉不如心，逄凶官鬼不足論，勸君暫緩不要急，更防目下有虛驚，君占納監少如心，世位逢凶不足論，且自遲遲休要急，更防目下有虛驚
397,725,娶妻,占卜娶妻事如何，美貌青絲好嬌娥，更得明珠生貴子，要知造緣得和合，欲占取妾事如何，美貌青絲好嬌娥，更得明珠生貴子，要知造化得中和
398,726,調解,調解應知未順情，不須退步免虛驚，重重官鬼來相剋，必得官貴顯可成，和事應知未遂情，不須退步免虛驚，重重官鬼來相克，必得官和照可成
399,727,婚姻,現在婚姻占卦奇，男女相生福祿饒，夫婦齊眉家計足，女多子少命中有，求婚占此卦為高，世應相生福祿饒，夫婦齊眉家計足，女多子少命中招
400,728,陞遷,欲問陞遷事未隨，官鬼臨應剋妻財，勿聽旁人說虛信，只宜守舊必然諧，鬼爻臨位克妻財，欲問升遷事未隨，休聽旁人說虛信，只宜守舊必然諧
401,731,身體,君占身體陰公病，五臟難安四肢疼，內外陰煞臨門入，查明因由定安寧，君占疾病問神明，四肢難安節骨疼，家內福神並宅鬼，三牲俱獻定安寧
402,732,分家,卦占分家事不宜，五鬼紛爭有是非，待到來春方起意，可保無慮有和美，此卦占來有不宜，君問分家有是非，待到來春方起意，方保無虞有和美
403,733,洽約,君問洽約會纏綿，無奈星辰全不然，莫讓官鬼將事算，破費財務又刁難，君來問會事纏綿，無奈星辰信不然，莫被小人將事算，破費財物又熬煎
404,734,求職,君卜求職事多礙，西北星辰作禍害，可請親友相扶助，寬得貴人來相佐，君問謀事掛心懷，西北星辰作禍災，只請親友驅逐去，貴人得喜不為難
405,735,子病,占卜兒病有因由，誠心祈福不必憂，家中內陰還報恩，身康體健不須愁，誠心占卜問因由，孩兒喜事不必憂，官勞鬼爻須禱告，身康體健不須愁
406,736,親病,卦占父母病纏綿，星辰運壞抵抗差，破福祈上天保佑，貴人相助即安康，子占父母病纏綿，只為星辰降瓦紀，還要破財並保佑，請醫服藥自然安
407,737,買屋,君占買屋是佳房，住進曰後斯吉昌，選擇良辰並吉曰，鄉鄰敬祝賀新房，君占買產是佳房，移家之後事吉昌，選擇良辰並吉日，親臨樽酒賀新房
408,738,移居,卦卜家宅欲移居，擇取良辰吉曰旺，安富增榮多吉利，丁旺福祿定為宜，來占家宅欲移居，擇取良辰吉日時，安富增榮多吉利，丁壬福祿定為宜
409,741,風水,卦占風水事如何，青龍白虎兩担宜，玄武朱雀局分明，代代兒孫平安過，卦占塚墓事如何，山向東西乃可過，產近山林多擇穴，兒孫後代中高科
410,742,放賬,放款求財無阻礙，官鬼無傷可利財，但逢春夏平平過，秋來冬至有利歸，放帳求財問卜來，卦爻世應可生財，如逢夏春平平過，秋末冬初有利歸
411,743,借財,借取錢財乃必疑，財鬼最驚困來因，財在秋冬最不足，如逄春夏兩和宜，財爻上卦最為高，借取錢財乃必疑，君在秋冬多不足，如逢春夏兩相宜
412,744,買畜,買賣六畜喜臨門，牛馬諸羊可稱心，為利不足得虛驚，好運年年添小犢，卦占六畜喜臨門，牛馬豬羊利稱心，好命年年添小犢，耕疇微利有虛驚
413,745,賭博,卦卜賭博實美哉，財臨世位莫貪利，春間利益平平過，夏季秋時滿財利，惟卦材臨世位來，賭錢逢此實親哉，春間利息平平過，夏季秋時滿取財
414,746,開店,君占開店許君開，日日迎門笑開懷，福來沿氣多得意，南北東西廣招財，君占開店許君開，接入迎門笑物懷，貨物緩緩多得意，南北東西廣招財
415,747,回鄉,回鄉占卦並無災，路上平安旅途回，家人憂心免驚慌，凡事藏機少是非，世應比和卦甚奇，回鄉占此卦無虞，家中役戶差徭重，凡事藏機少是非
416,748,求財,求財得卦喜生財，任往東西不必猜，若是本微求利益，貴人相教得將來，求財卜卦喜生財，任往東西不必猜，若是本微求利益，管教白子得將來
417,751,學藝,學藝占之工作佳，卦中喜見兩重財，怎奈工作劫煞見，大財難見小財來，卦占喜見兩重財，手藝占之實美哉，怎奈重重兄弟見，大財難見小財來
418,752,行人,卜行人來早與慢，卦內分明說仔細，亥丑來臨方可到，隨身財帛自然期，行人來早與來遲，卦內分明說與知，亥丑來臨方可到，隨身財帛自然期
419,753,家宅,家宅平安最為先，老者安之少者閒，外靈入宅官鬼擾，福人將蔭莫憂嫌，卦占家宅最為先，老者安之少者閑，官鬼文書俱發達，福人將陰莫憂煎
420,754,合夥,合夥經營有財喜，福神瓲門稱心懷，夏秋兩季財源盛，若到春冬財利旺，合夥經營應有財，財爻持世稱心懷，夏秋兩季財源盛，若到春冬財更添
421,755,護送,護送卜知受辛勞，刑傷不見有憂心，往來路涉多方碌，僅得貴人是助來，長解須知受辛苦，刑傷不見有憂心，往來路涉多方碌，僅得貴人遇貴來
422,756,失物,失物失財最憂心，家賊難防緩緩尋，屢遇賊徒還怕失，時逢丑亥更慎心，失財失物莫憂心，家賊難防緩緩尋，屢遇賊徒還怕失，時逢丑亥更防驚
423,757,走失,占人走失急難尋，春冬走失無蹤跡，只有東南南方尋，要知消息傳在春，人丁走失急難尋，卯戌占親莫識音，只在東南方上去，要知消息轉來春
424,758,壽年,卜壽年疾病相連，憂慮健康晚景榮，若是貴人造福算，年延益壽方可行，目下疾未通相連，官殺桑榆晚景榮，若伏古稀添鶴算，潮消光耀方可終
425,761,同居,同居占卦未成美，隔閡重重有是非，正緣已過莫強求，莫非緣了姻緣現，君占入贅未全美，隔角重逢有是非，女命重夫並壽促，必須別計再營為
426,762,夜夢,夜夢吉星未稱懷，家中小口要防災，是非口舌須謹慎，破費錢財轉福來，夢寐占之未稱懷，家中小口要防災，是非口舌須謹慎，破費錢財轉福來
427,763,住宿,君占住宿勿憂心，只管安心住此房，清靜安全無煩事，賓主相投多福祿，君占尋館勿憂心，管取今年勝上春，賓主相投多福祿，定知要見大貴人
428,764,求子,君占求子求卦靈，內陰外靈臨門入，夫婦無緣懷子孫，若無福蔭子休論，君占求子此卦真，父母親娘克子孫，要見芝蘭須妾有，如無福祉子休論
429,765,口舌,口舌是非不足奇，貴人必有喜相臨，虎頭蛇尾須當忌，可此空中一陣雲，口舌閑非不足論，貴人必有喜相臨，虎頭蛇尾須當忌，可比空中一陣雲
430,766,出行,出行君卜問吉凶，劫煞重重損財利，須防五鬼事難成，不如安份守家園，兄弟重重爻上春，不如安分守田園，出行若問利和吉，破耗須防事不成
431,767,桃花,占問桃花雲遮月，此去身向北方尋，幸得貴人相扶助，尚有機緣在眼前，取魚波濤一葉舟，此身去向北方流，如今撐得灘頭到，尚有機緣在目前
432,768,收成,收成占之卦中平，只許獲利半入門，前年不比今年好，日後豐收財利多，收成占之卦中平，只許收成半入門，早禾不及晚禾好，晴多雨少谷豐登
433,771,文件,文書官星貴人多，領卻批文事可和，進步自然少阻隔，見機而作笑呵呵，文章官鬼貴人多，領卻批文事可和，進步自然少阻隔，見機而作笑呵呵
434,772,生意,生意占之小有財，官鬼有損劫煞高，若施小惠方遂意，申未時節便可拋，生意占逢此卦爻，滿中求損最為高，若用小費方遂意，申未時逢便可拋
435,773,見貴,見貴占之運不如，前途切莫枉人握，縱然見面無利益，何必用心守此珠，見貴占之運不如，功名切莫意躊躇，縱然見面無些利，何必勞勞守此株
436,774,飼養,飼養六畜可稱心，財神臨來心意隨，不必多占空費力，十分財利喜門庭，頤爻持世意隨願，君問春蠶喜稱心，不必多占空費力，十分財喜在門庭
437,775,訴狀,君占訴狀事分明，供詞與法要相連，水火之時得至理，法院無錢不必言，子孫官鬼怕相連，訴告須知望包收，水火之時得至理，衙門無錢不必言
438,776,收帳,收帳占之要遲遲，目前有不順人心，春夏千金方順意，秋冬麻煩較難行，錢糧解送要遲遲，目下須知定不行，春夏千金多遂意，秋冬只恐要遲遲
439,777,修宅,修宅建房不必忙，要請地神來商量，宅主認為財夠旺，也要平安又久長，起造居占不必忙，存神用意快商量，六爻安靜財雖旺，必取平安並久長
440,778,脫貨,脫貨占之要三思，財神遲遲官鬼擾，若要脫時宜稍緩，庚辛亥子有財利，財臨應位克文書，脫貨占求要三思，若要脫時宜稍緩，庚辛亥子可謀之
441,781,求發,求醫治病不愁凶，福德臨門定有功，等待交冬方可脫，好將禮物謝郎中，求醫治病不愁凶，福德臨醫定有功，只待交冬方可脫，好將禮物謝郎中
442,782,運途,運途占之實美哉，知君否極將泰來，打拚數載多難遂，令歲秋冬迎財利，命運占之實美哉，知君否極泰將來，謀為數載多難遂，今歲秋冬財迎來
443,783,考運,升學考試恐不如，文書未現破文昌，秋夏兩季猶可望，春冬成績嘆不定，鬼爻持世破文書，入學占之恐不如，秋夏二季猶可望，春冬還要再遲遲
444,784,學業,業學占卦問功名，困難重重總不如，雖是文書成錦繡，仍然是個白衣儒，君占此卦問功名，隔角重重總不如，雖是文章成錦繡，也還是個白衣儒
445,785,公職,公職考試可成名，不須疑慮問低高，鹿鳴宴上呼先到，衣紫腰金福祿超，科舉成名占此爻，不須疑慮問低高，鹿鳴宴上呼先進，衣紫腰金福祿全
446,786,討取,取討財物有困難，有如雲煙目下過，還須托人方可遂，途中勿聽小人言，應高父母喜相逢，取討財物目下過，還須托人方可遂，途中休聽小人言
447,787,姻緣,姻緣占之卦甚宜，紅線姻緣有助礙，謙平受益生利祿，親者為媒不必疑，招婿占之卦甚宜，子孫持世有扶持，謙平受益生利祿，親者為媒不必疑
448,788,貴人,卦占貴人問貴人，五鬼貴人頃刻間，欲問貴人貴眼前，沛然業力又連纏，卦占久雨問晴天，雨怕雲行頃刻間，欲問天晴晴不久，沛然一陣又連纏
449,811,六甲,六甲懷孕有虛驚，男在冬李女在春，申亥日辰才遇吉，不須疑慮苦憂心，卦占孕育有虛驚，男在冬兮女在春，申亥日辰方遇吉，不須疑慮苦憂心
450,812,陞遷,卦問陞遷可稱意，貴人吉神助無慮，巳酉丑兼寅午戌，文書發動有佳音，子孫持世他無慮，卦問升遷可稱心，寅午戌兼巳酉丑，文書發動有佳音
451,813,娶妻,娶妻卜問未順心，先天姻緣數有定，造緣兩命皆全美，餘命遺逢恐不寧，取妾占之未稱心，內外平和終得成，水金兩命為全美，餘命遭逢恐不寧
452,814,婚姻,卦問婚姻最為良，財富兼備兩事強，管取齊眉多福壽，並產兒孫錦衣郎，求婚占此最為良，束帛妻財兩事強，管取齊眉多福壽，並產兒孫衣錦郎
453,815,選舉,占地方選舉不宜，不如安命莫奔騰，寅年午戌官星旺，財多喜氣耀門庭，納監來占往帝都，不如安命莫奔波，寅年午歲官星旺，財多喜氣耀門庭
454,816,交易,交易可成少擔心，官鬼相助許成交，雖然利益平平得，買賣求財願求多，交易君占此卦爻，應來生世許成交，雖然年息平平得，脫貨求財做這遭
455,817,調解,調解鬼胎兩相沖，甲乙雙方未認同，縱得和解終欠理，平均得要心公正，兩重官鬼兩相凶，和事占之未便從，縱得和來終欠理，兩平均得要心公
456,818,尋人,尋人不必苦心急，自然消息來告知，丑未戌辰消息臨，旁言旁語總是虛，尋人不必苦躊躇，應位逢財必自知，丑未戌辰消息到，旁言旁語總成虛
457,821,運途,運途造化事人為，眼前正是豐盈盈，一生平靜星運旺，官鬼無傷福壽增，占卜知君問五行，眼前造化正豐盈，六爻安靜星辰旺，官鬼無傷福壽增
458,822,貴人,貴人能知萬事吉，欲問貴人貴不足，若要貴人寅午戍，貴多貴少貴分明，金龍生水雨淋林，欲問天晴天不晴，若要晴時寅午戌，晴多雨少數分明
459,823,公職,卦問公職光耀門，科甲爭名在此時，天時地利人爵至，果然不負勤努力，文星光耀斗牛虛，科甲爭名在此時，天爵既修人爵至，果然方不負男兒
460,824,姻緣,姻緣感情有躊躇，官鬼有礙無定時，陰錯陽差忙裏過，不如別選且相宜，卦中占婚有躊躇，應位高兮世位低，凡事皆因忙裏過，不如別選且相宜
461,825,學業,學業發展欲讀書，文書生官來相扶，已酉丑年有進步，勸君熟讀五車書，占卦知君欲讀書，應來生世世相扶，已酉丑年前進步，勸君熟讀五車書
462,826,求醫,君卜欲求醫欠靈，外陰冤親病源因，前因後業生差怨，服藥如何去病源，君欲求醫卦欠靈，病來生世病源深，當初不禱生嗟怨，服藥如何去病根
463,827,討取,取討財物實可為，卦中喜見兩財利，七分財氣重重見，管教庚寅來得利，卦中喜見兩重財，取討之時實美哉，七分財氣重重見，管教更寅得利來
464,828,考運,考運沖破有事因，文書有氣卦生憂，欲問成績難如意，當回窗下且藏修，文書有氣卦生憂，世位逢沖是不同，欲問功名芹淑裏，當回窗下且藏修
465,831,行人,卜問行人來等待，音信雖有不得真，燈花報喜逢時到，但看天上月圓時，火天大有問行人，音信雖真信不得，到時報喜燈花綵，莫問天上月鉤星
466,832,壽年,君占壽年壽不靈，雖洩天機擾天庭，眼前都是冤魂到，外陰業債財枉費，君占壽數壽不靈，天機雖泄紛紛擾，冤親債主到魂庭，縱有錢財枉費心
467,833,護送,護送押解未為凶，福德重重好事同，運送貴人多助力，管教得主保安寧，解人占此未為凶，福德好同官人友，遇貴人助力平順，得意安寧管教時
468,834,走失,走失人畜無憂慮，走失東西定轉頭，目下有人傳消息，近水傍山聽緣由，財爻持世憂慮無，轉頭東西定走失，有小人傳信莫信，水山旁聽緣大人
